"cbzj","gg","idCode","jx","pzwh","sccs","scpzrq","ssxkzcyr","ypmc"
"1fbb7555a272758d81b0463f656b296d","格列美脲片","片剂","2mg","是","国药准字H20057672","2005-09-20",,"赛诺菲（北京）制药有限公司"
"d3a80d1ad0027d2e4739ca4b9dc71753","酒石酸唑吡坦片","片剂","10mg","是","H20130860","1995-01-23","SANOFI-AVENTIS FRANCE","SANOFI WINTHROP INDUSTRIE"
"95645a303f8a075356743e58c531a61f","硫酸羟氯喹片","片剂","0.2g","是","H20160306;H20160307","1995-07-28"," Aventis Pharma Limited","Sanofi-Aventis SA"
"8e97195bd560adc9310dde7b990720b2","罗红霉素片","片剂","0.15g","是","H20170250","1993-05-15","SANOFI AVENTIS FRANCE","SANOFI WINTHROP INDUSTRIE"
"45889de7a22f4f598315862c17dac899","罗红霉素片","片剂","0.3g","是","H20150100","1993-05-15","Sanofi-Aventis Deutschland GmbH","Sanofi Winthrop Industrie"
"2ed9c0f75c3146ffb24de6b21186b100","缬沙坦胶囊","胶囊剂","80mg","是","国药准字H20040217","2004-01-21",,"北京诺华制药有限公司"
"58b0e2df401cf5be454602aee2023615","达沙替尼片","片剂","20mg","是","H20160432;H20160454;H20160455 ","2011-09-07","Bristol-Myers Squibb Pharma EEIG","AstraZeneca Pharmaceuticals LP"
"0a48391ba86b79f8f10edeb9bae848e7","达沙替尼片","片剂","50mg","是","H20160457;H20160433;H20160456 ","2011-09-07","Bristol-Myers Squibb Pharma EEIG","AstraZeneca Pharmaceuticals LP"
"8b32cdf2a47eeb947dcfe8f93acfacb0","环孢素软胶囊","胶囊剂","10mg","是","H20140287;H20140291","2002-03-06","Novartis Pharma Schweiz AG","Catalent Germany Eberbach GmbH"
"c58f3d82cba9a96f4af5c0f182db44b6","环孢素软胶囊","胶囊剂","25mg","是","H20140288;H20140292","1994-05-27","Novartis Pharma Schweiz AG","Catalent Germany Eberbach GmbH "
"60e05684b9ac130c2e267d8dbf550d39","氯沙坦钾氢氯噻嗪片","片剂","每片含氯沙坦钾50mg，氢氯噻嗪12.5mg","是","H20171067;H20171073","2000-06-16","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Limited "
"72476f3bc53b51aff3b8f95f17fc4ffd","氯沙坦钾氢氯噻嗪片","片剂","100mg/12.5mg","是","H20181181; H20181182","2010-03-26","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Limited "
"14a4f41ced68389a241d318b7b587846","氯诺昔康片","片剂","8mg","是","H20140634","2001-10-10","Takeda Austria GmbH","Takeda GmbH, Plant Oranienburg"
"71d633056d209b697dc632b471e1d899","缬沙坦氨氯地平片（I）","片剂","每片含缬沙坦80mg，氨氯地平5mg","是","H20150310;H20150311","2009-09-29","Novartis Pharma Schweiz AG","Novartis Farmaceutica S.A."
"48da39eb201e84c8497d082804de65b1","缬沙坦氨氯地平片（II）","片剂","每片含缬沙坦160mg，
氨氯地平5mg","是","H20171190;H20171191","2012-10-11","Novartis Pharma Schweiz AG"," Novartis Farmaceutica SA"
"c5f0de6bba86e7914c8153a3b672b36b","美洛昔康片","片剂","7.5mg","是","国药准字H20020217","2002-06-21",,"上海勃林格殷格翰药业有限公司"
"01f92a0f6aa47370c2df1800a409882d","甲泼尼龙片","片剂","4mg","是","H20150245","1999-03-08","Pfizer Italia s.r.l","Pfizer Italia Srl"
"a9022cac7ef50855ad4e4c5777b81f86","盐酸戊乙奎醚注射液","注射剂","1ml：1mg","是","国药准字H20051948；国药准字H20020606","2002-10-.24",," 成都力思特制药股份有限公司"
"e88fe139e9eee18a32b03e2f41e64874","罗替高汀贴片","贴剂","4.5mg/10cm2 (释药量2mg/24h)","是","H20180028","2018-06-08","UCB Pharma S.A.","LTS Lohmann Therapie-Systeme AG"
"79a7b81c46b0d2e122251519b1a1e972","罗替高汀贴片","贴剂","9mg/20cm2 (释药量4mg/24h)","是","H20180027","2018-06-08","UCB Pharma S.A.","LTS Lohmann Therapie-Systeme AG"
"5511ecff80e41f0b5c4069484f72498d","罗替高汀贴片","贴剂","13.5mg/30cm2 (释药量6mg/24h)","是","H20180029","2018-06-08","UCB Pharma S.A.","LTS Lohmann Therapie-Systeme AG"
"af1e1ad5d226547cb8f756e05c19a27f","罗替高汀贴片","贴剂","18mg/40cm2 (释药量8mg/24h)","是","H20180026","2018-06-08","UCB Pharma S.A.","LTS Lohmann Therapie-Systeme AG"
"8be36b2cebc79666a29cad9bba1cf644","奥达特罗吸入喷雾剂","喷雾剂","每瓶60喷，每喷含盐酸、奥达特罗2.7μg （相当于2.5μg奥达特罗），药液浓度含盐酸奥达特罗0.248 mg/ml （相当于0.226mg/ml 奥达特罗）","是","H20180058","2018-10-15","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co. KG"
"6821ce9ec495e9c74d11ba7197286a8f","紫杉醇注射液","注射剂","5ml:30mg","是","H20171227","1996-11-07","Bristol-Myers Squibb S.R.L.","Corden Pharma Latina S.P.A."
"c9ea2b4d4c6a286e00aae49f2b1ba7d9","精氨酸培哚普利片","片剂","10mg","是","H20140801","2014-10-17","Les Laboratoires Servier ","Les Laboratoires Servier Industrie"
"e19b72027f87c7a7d3468f2cc0976542","齐多拉米双夫定片","片剂 ","每片含拉米夫定150mg和齐多夫定300mg","是","H20150546","1999-03-08","ViiV Healthcare UK Limited","GlaxoSmithKline Pharmaceuticals SA"
"efa2afc0c78143e260ea5f24cd2fe7b4","依维莫司片","片剂","5mg","是","H20171145","2013-01-22","Novartis Pharma Schweiz AG","Novartis Pharma Stein AG"
"bfb9a01042e73c454fbd931e54a586ad","奥替溴铵片","片剂","40mg","是","H20140903","1998-01-28","A.Menarini Industrie Farmaceutiche Riunite S.r.l.","Berlin-Chemie AG"
"587646c7a23a7b60f2b79f0ebddeff48","泮托拉唑钠肠溶片","片剂","20mg（以泮托拉唑计）","是","H20160487","2001-04-10","Takeda GmbH","Takeda GmbH production site Oranienburg"
"38d67879daa809aaab19efdebcbfba0c","泮托拉唑钠肠溶片","片剂","40mg（以泮托拉唑计）","是","H20160486","1997-08-27","Takeda GmbH","Takeda GmbH production site Oranienburg"
"301d60e9eb1cd20a4ff073517edc9ac7","苹果酸舒尼替尼胶囊","胶囊剂","25mg","是","H20130259; H20130276","2007-10-30","Pfizer Ltd.","Pfizer Italia S.r.l."
"c0b2c62f0980fa43c61c2f9f86e5c1f5","苹果酸舒尼替尼胶囊","胶囊剂","37.5mg","是","H20130260; H20130277","2010-04-30","Pfizer Ltd.","Pfizer Italia S.r.l."
"6dd525c4b6c0be5a9c6fa4b7c7ed68a6","苹果酸舒尼替尼胶囊","胶囊剂","50mg","是","H20130261; H20130278","2007-10-30","Pfizer Ltd.","Pfizer Italia S.r.l."
"71120cbb3f2fd35c2ab587b6ac8fb480","普瑞巴林胶囊","胶囊剂","25mg","是","H20150617","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"518c9398d80182736464b67dab5f0c74","普瑞巴林胶囊","胶囊剂","50mg","是","H20150618","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"c0a87cd84138a54fd07580072b7be445","普瑞巴林胶囊","胶囊剂","75mg","是","H20150619","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"dd0bec13af0f122caeae820c3632af34","普瑞巴林胶囊","胶囊剂","100mg","是","H20150621","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"545cf855a50574699b46b26bcb165f32","普瑞巴林胶囊","胶囊剂","150mg","是","H20150622","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH,Betriebsstatte Freiburg"
"1e0a362d64015ebcbf32d6949acbba11","普瑞巴林胶囊","胶囊剂","200mg","是","H20150624","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"4b49e3142441860ac6a48c888a54712a","普瑞巴林胶囊","胶囊剂","300mg","是","H20150625","2010-05-07","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"3cc45b396497b598341ce3af000490e5","氢溴酸西酞普兰片","片剂","20mg (按西酞普兰计)","是","H20170318","1999-11-20","H. Lundbeck A/S","H. Lundbeck A/S"
"ff1d2fb66add4db1bc560219299bfd79","屈螺酮炔雌醇片（Ⅱ）","片剂","炔雌醇0.020mg和屈螺酮3.000mg","是","H20140972","2014-12-23","Bayer Australia Ltd","Bayer Weimar GmbH und Co. KG"
"8dc6aac86eb083759b1e01615617a347","屈螺酮炔雌醇片","片剂","每片含炔雌醇0.03mg和屈螺酮3mg","是","H20170316; H20170317","2008-06-30","Jenapharm GmbH & Co.KG","Bayer Weimar GmbH & Co.KG"
"44506c2e41795270fb1b45f92e7b4871","瑞格列奈片","片剂","0.5mg","是","H20130022","1999-06-16","Novo Nordisk A/S","Boehringer Ingelheim Pharma GmbH & Co.KG"
"aec39d1a3b768b285cba347d8a7aea1d","瑞格列奈片","片剂","1mg","是","H20130023","2000-12-20","Novo Nordisk A/S","Boehringer Ingelheim Pharma GmbH & Co.KG"
"2e4456e9035f6f3313f738d38d4440e5","瑞格列奈片","片剂","2mg","是","H20130021","1999-06-16","Novo Nordisk A/S","Boehringer Ingelheim Pharma GmbH & Co.KG"
"bd30c2b62fd794b50a9ad4f9a5906449","瑞舒伐他汀钙片","片剂","5mg","是","H20160546","2006-12-27","Astrazeneca UK Limited","IPR Pharmaceuticals,INCORPORATED"
"ca252ce6ba80c4d8042b5859bce986f4","瑞舒伐他汀钙片","片剂","20mg","是","H20160611","2006-12-27","Astrazeneca UK Limited","IPR Pharmaceuticals,INCORPORATED"
"0e7e793871328cc30e708da16dd95d1a","噻托溴铵奥达特罗吸入喷雾剂","喷雾剂","每瓶60喷，每喷含噻托铵2.5μg（相当于噻托溴铵一水合物3.124μg）和奥达特罗2.5μg（相当于盐酸奥达特罗2.736μg）","是","H20180037","2018-07-18","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co.KG"
"ea80cd1fe404248300a55d6545a10648","阿苯达唑片","片剂","0.2g","是","国药准字H12020496","1985-10-30"," ","中美天津史克制药有限公司"
"30af29a44c2a8aae116148f8c5df42b0","双醋瑞因胶囊","胶囊剂","50mg","是","H20150130;H20150131","2005-01-04","TRB Pharma S.A.","TRB Pharma S.A."
"e40b0e70687f54bafe32db52f4931957","拉米夫定片","片剂","0.1g","是","国药准字H20030581","2003-06-09"," ","葛兰素史克制药（苏州）有限公司"
"3cc3833861cb3a2a3cae2656132726c3","那格列奈片","片剂","0.12g","是","国药准字H20030504","2003-05-09"," ","北京诺华制药有限公司"
"6cff91c8464dfc89ceb390e06f6ab004","吗替麦考酚酯胶囊","胶囊剂","0.25g","是","国药准字H20031240","2003-12-12"," ","上海罗氏制药有限公司"
"5c6568a6c6deb335fcfeb9a79e790e93","甲磺酸溴隐亭片","片剂","2.5mg","是","H20160030","1995-08-04","Future Health Pharma GmbH","Novartis Farma S.P.A."
"f83a27b7934604cd80b99f4937d1c9d6","阿奇霉素干混悬剂","口服混悬剂","200mg/5ml","是","H20160585;H20160614 ","1994-03-13","Pliva Croatia Ltd.","Pliva Croatia Ltd."
"9db02be28434b90867ad4eaf103c3dfc","盐酸阿来替尼胶囊","胶囊剂","150mg（以阿来替尼计，相当于161.33mg盐酸阿来替尼）","是 ","H20180047","2018-08-12","Roche Registration GmbH","Excella GmbH & Co. KG"
"281068a6629e2da2ef7a4a7a10e08077","马来酸吡咯替尼片","片剂","按C32H31ClN6O3计160mg","是 ","国药准字H20180012","2018-08-12",,"江苏恒瑞医药股份有限公司"
"3f963d3a7ef427eb3a7b5396452d0bd2","马来酸吡咯替尼片","片剂","按C32H31ClN6O3计80mg","是 ","国药准字H20180013","2018-08-12",,"江苏恒瑞医药股份有限公司"
"53940e8dd9d6caa136c6af6d8f8c6835","哌柏西利胶囊","胶囊剂","125mg","是","H20180040","2018-07-31","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH，
Betriebsstatte Freiburg"
"ed55dca6b89c6bd7d4d2352db746c841","哌柏西利胶囊","胶囊剂","75mg","是","H20180041","2018-07-31","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH，
Betriebsstatte Freiburg"
"3c567556e8bf654f691b119901a8c819","哌柏西利胶囊","胶囊剂","100mg","是","H20180042","2018-07-31","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH，
Betriebsstatte Freiburg"
"802af57127a7b3881c723b2d9b9d11f0","糠酸氟替卡松维兰特罗吸入粉雾剂(Ⅱ)","吸入制剂","糠酸氟替卡松100μg与三苯乙酸维兰特罗（以维兰特罗计）25μg","是","H20180044","2018-07-31","Glaxo Group Limited","Glaxo Operations （UK） Ltd. (trading as Glaxo Wellcome Operations)"
"1a6a66407833a5d3bf01b4cf2fe6fab6","糠酸氟替卡松维兰特罗吸入粉雾剂(Ⅲ)","吸入制剂","糠酸氟替卡松200μg与三苯乙酸维兰特罗（以维兰特罗计）25μg","是","H20180045","2018-07-31","Glaxo Group Limited","Glaxo Operations （UK） Ltd. (trading as Glaxo Wellcome Operations)"
"bb5fbd1880b4256c5d7405b2d5105202","阿法骨化醇片","片剂","0.25μg","是","H20160263","1995-08-29","TEIJIN PHARMA LIMITED","TEIJIN PHARMA LIMITED IWAKUNI PHARMACEUTICAL FACTORY"
"4a99f65e1d6161f382d63217fefc36ae","阿法骨化醇片","片剂","0.5μg","是","H20160261","1992-06-11","TEIJIN PHARMA LIMITED","TEIJIN PHARMA LIMITED IWAKUNI PHARMACEUTICAL FACTORY"
"fc0271ce2ed9780588fbe9c9a90aa128","黄体酮软胶囊","软胶囊","0.1g","是","H20160265","1992-10-06","Besins Healthcare Benelux","Cyndea Pharma,S.L."
"673e8764c31f436334e3179df5d46260","黄体酮软胶囊","软胶囊","0.2g","是","H20160264","2013-05-06","Besins Healthcare Benelux","Cyndea Pharma,S.L."
"e3615c06744c60642d5573038fcf102d","米索前列醇片","片剂","200μg","是","H20150042;H20150043","1989-05-11","Pharmacia Limited","PIRAMAL HEALTHCARE UK LIMITED"
"4001fdfd76e0ab0a070449f2e9737782","塞来昔布胶囊","胶囊剂","0.2g","是 ","H20140107;H20140106 ","2000-08-04","G.D.Searle LLC","Pfizer Pharmaceuticals LLC"
"482e06bf4de70a8c2a51f90388a57d96","枸橼酸托法替布片","片剂","5mg(以托法替布计)","是","H20181078;H20181079;H20181080","2017-03-10","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH"
"3345fe148fee7b5702a1c39e25850d44","他达拉非片","片剂","2.5mg","是","H20170021","2013-03-29","Eli Lilly Nederland B.V.","Lilly del Caribe Inc."
"ffa7d7cb61d7354ce643b73df0a9cbdd","他达拉非片","片剂","5mg","是","H20170022","2013-03-29","Eli Lilly Nederland B.V.","Lilly del Caribe Inc."
"0740e0ac530ee04ea6b5f753b4e950df","丁丙诺啡纳洛酮舌下片","片剂","丁丙诺啡8mg/纳洛酮2mg（均以碱基计）","是","H20180056","2018-09-11","Indivior UK Limited","Reckitt Benckiser Healthcare (UK) Ltd"
"9b0a7ad17635121c60dc3ea5376754be","丁丙诺啡纳洛酮舌下片","片剂","丁丙诺啡2mg/纳洛酮0.5mg（均以碱基计）","是","H20180055","2018-09-11","Indivior UK Limited","Reckitt Benckiser Healthcare (UK) Ltd"
"2fbd1d74c8ffd59d85c0ead9f5f6212d","苹果酸舒尼替尼胶囊","胶囊剂","12.5mg","是","H20171137；H20171138","2007-10-30","Pfizer Ltd.","Pfizer Italia S.r.l."
"d84c3e9c4afb8928252c9df9797a83d5","沙格列汀二甲双胍缓释片（I）","片剂","每片含沙格列汀5mg与盐酸二甲双胍1000mg","是","H20170251;H20170252;H20171049","2017-05-18","AstraZeneca AB","AstraZeneca Pharmaceuticals LP"
"6f22544f43ee354a8e78cebcb784d56d","沙格列汀二甲双胍缓释片（III）","片剂","每片含沙格列汀2.5mg与盐酸二甲双胍1000mg","是","H20170255;H20170256;H20171051","2017-05-18","AstraZeneca AB","AstraZeneca Pharmaceuticals LP"
"f87653875bc8f53305ce163a82b794f9","达格列净片","片剂","5mg(以C21H25ClO6计)","是","H20170117;H20170118;H20170205","2017-03-10","AstraZeneca AB","AstraZeneca Pharmaceuticals LP"
"9efd01414d499ab4dc174f4c179bc51a","达格列净片","片剂","10mg（以C21H25ClO6计）","是","H20170119;H20170120;H20170206","2017-03-10","AstraZeneca AB","AstraZeneca Pharmaceuticals LP"
"e45889c7550f6f0d2868e140574412e1","盐酸阿夫唑嗪缓释片","片剂","10mg","是","H20170035;H20170036","2003-11-13","Sanofi-Aventis France"," Sanofi Winthrop Industrie"
"5f4c0632fbcf3f3e2a0826ce6a17c3ff","格列齐特片（Ⅱ）","片剂","80mg","是","国药准字H10910053","1991-07-26",,"天津华津制药有限公司"
"92c1f191bcc84b3ba2ff7b56eff85288","依非韦伦片","片剂","50mg","是","国药准字H20143153","2014-06-04"," ","浙江华海药业股份有限公司"
"94108bc4f5b09dbcfe1402a3d3159014","依非韦伦片","片剂","200mg","是","国药准字H20143154","2014-06-04"," ","浙江华海药业股份有限公司"
"704ecf5bcf3b18a603046b639c4a048f","依非韦伦片","片剂","600mg","是","国药准字H20133265","2013-09-10"," ","浙江华海药业股份有限公司"
"a4c07f8ce00f338570e45f96e8ea0534","氨甲环酸片","片剂","0.5g","是","H20160282","2000-10-07","第一三共株式会社","CMIC CMO CO.,LTD.Shizuoka Plant"
"de01481e1e05a6402505ee0c7df752fa","阿奇霉素干混悬剂","干混悬剂","0.1g（按C38H72N2O12计）","是 ","国药准字H10960112","1995-08-21",,"辉瑞制药有限公司"
"f46beb7b35632da34b1c18b35ed5e7fc","盐酸舍曲林片","片剂","50mg","是","国药准字H10980141","1998-02-24",,"辉瑞制药有限公司"
"c2d759f5228c34e99a6e802c5f46f7b5","氟康唑胶囊","胶囊剂","50mg","是","国药准字H10960165","1994-04-07",,"辉瑞制药有限公司"
"7265617dcdad8e6a5a39077ee6e745ff","甲磺酸倍他司汀片","片剂","6mg","是","国药准字H20040130","2004-01-21",,"卫材（中国）药业有限公司"
"2612268472668209cc56107c848706e7","富马酸喹硫平片","片剂","25mg（按C21H25N3O2S计）","是","国药准字H20184089","2018-06-07",,"阿斯利康制药有限公司"
"bef5211cdfc9f09ce4afda86c285a3de","奥比帕利片","片剂","奥比他韦:12.5mg，帕立瑞韦:75mg，利托那韦:50mg","是","H20170366","2017-09-20","AbbVie AG","Fournier Laboratories Ireland Limited"
"e150a659f73e49f20ad541c6237c8e43","盐酸达拉他韦片","片剂","60mg","是","H20170242","2017-06-02","BRISTOL-MYERS SQUIBB (SINGAPORE) PTE. LTD.","AstraZeneca Pharmaceuticals LP"
"f7c1a171519ddd5696fe55886d5f4e3f","达塞布韦钠片","片剂","250mg","是","H20170367","2017-09-20","AbbVie AG","AbbVie Ireland NL B.V."
"1815629ff3b6aac7bf5b3efba5ec2b1b","乙磺酸尼达尼布软胶囊","胶囊剂,软胶囊","100mg","是","H20170354","2017-09-20","Boehringer Ingelheim International GmbH","Catalent Germany Eberbach GmbH"
"7c1c53f355c27910b373ba26984d68f5","乙磺酸尼达尼布软胶囊","胶囊剂,软胶囊","150mg","是","H20170355","2017-09-20","Boehringer Ingelheim International GmbH","Catalent Germany Eberbach GmbH"
"ca60387e3084386f0135a736bcdba82f","西美瑞韦胶囊","胶囊剂","150mg","是","H20170349","2017-08-24","Janssen-Cilag International NV","Janssen-Cilag S.p.A."
"ea242008aa493fea6c9e8f8461ac0599","伊布替尼胶囊","胶囊剂","140mg","是","H20170350","2017-08-24","Pharmacyclics LLC","Catalent CTS LLC"
"f2f356618976f5987d1e84a3f8a1e730","西达本胺片","片剂","5mg","是","国药准字H20140129","2014-12-23","深圳微芯生物科技有限责任公司","深圳微芯生物科技有限责任公司"
"a5b42ca1e9770de4bd19091f428c436d","盐酸埃克替尼片","片剂","125mg","是","国药准字H20110061","2011-06-07","贝达药业股份有限公司","贝达药业股份有限公司"
"207758cd78898de249a5e4540b5e549f","甲磺酸阿帕替尼片","片剂","0.25g(以阿帕替尼计)","是","国药准字H20140103","2014-10-17","江苏恒瑞医药股份有限公司","江苏恒瑞医药股份有限公司"
"eef4757fc42128795d74214b4d3c357d","甲磺酸阿帕替尼片","片剂","0.375g(以阿帕替尼计)","是","国药准字H20140104","2014-10-17","江苏恒瑞医药股份有限公司","江苏恒瑞医药股份有限公司"
"929a83111691a615dcacbee87236fa9b","甲磺酸阿帕替尼片","片剂","0.425g(以阿帕替尼计)","是","国药准字H20140105","2014-10-17","江苏恒瑞医药股份有限公司","江苏恒瑞医药股份有限公司"
"84b94cd1731e74ac5873a405fec95a45","艾普拉唑肠溶片","片剂","5mg","是","国药准字H20070256","2007-12-11","丽珠集团丽珠制药厂","丽珠集团丽珠制药厂"
"ce6335e233b08763f05c6aedb51d9aaf","吗啉硝唑氯化钠注射液","注射剂","100ml:0.5g吗啉硝唑与0.9g氯化钠","是","国药准字H20140022","2014-02-24","江苏豪森药业集团有限公司","江苏豪森药业集团有限公司"
"5338a6afaa44e67cb1e98ac91ed6586d","艾拉莫德片","片剂","25mg","是","国药准字H20110084","2011-08-15","先声药业有限公司","先声药业有限公司"
"5947a31d5c5f7fe92fddf84983cae642","艾瑞昔布片","片剂","0.1g","是","国药准字H20110041","2011-05-20","江苏恒瑞医药股份有限公司","江苏恒瑞医药股份有限公司"
"038bd30dee39e0876c3a830fc734f0ae","复方蒿甲醚片","片剂","本芴醇0.12g;蒿甲醚20mg","是","国药准字H19991414","1999-01-28","北京诺华制药有限公司","北京诺华制药有限公司"
"22b1214b614de226018d27070bb7fe02","伊曲康唑胶囊","胶囊剂","0.1g","是","国药准字H20020367","2002-07-25",,"西安杨森制药有限公司"
"439e26009c20801b071b36f1dbc0babd","左乙拉西坦片","片剂","0.25g","是","H20160250","2006-11-22","UCB Pharma S.A.","UCB Pharma S.A."
"512bfbf8d9b5f35e9a8c6e9220349df7","左乙拉西坦片","片剂","0.5g","是","H20160251","2006-11-22","UCB Pharma S.A.","UCB Pharma S.A."
"4c6925eb93e01d9aef171e5cf5b2fdad","左乙拉西坦片","片剂","1.0g","是","H20160252","2006-11-22","UCB Pharma S.A.","UCB Pharma S.A."
"76d55cadb9437f8f2a4815044f71057f","来那度胺胶囊","胶囊剂","10mg","是","H20171346","2013-01-22","Celgene Europe Limited","Celgene International Sarl"
"7842ed01ad964fd2dae76a87d5a14e96","来那度胺胶囊","胶囊剂","25mg","是","H20171348","2013-01-22","Celgene Europe Limited","Celgene International Sarl"
"64100ae8eebe153e02a14f7e104b9b27","利培酮片","片剂","1mg","是","国药准字H20010309","2001-04-10",,"西安杨森制药有限公司"
"70d17eb9fc55770c86e431a88a4fcdd1","利培酮片","片剂","2mg","是","国药准字H20010310","2001-04-10",,"西安杨森制药有限公司"
"fb8dc1e221930d4e00887dac100035c1","碘海醇注射液","注射剂","300mg I/ml×500ml（含碘海醇323.5g）","是","H20160028","2003-03-17","GE Healthcare AS ","GE Healthcare Ireland Limited"
"dc17b05ec5ad39595351e0de15105c6c","碘克沙醇注射液","注射剂","50ml:13.5g（I）","是","H20181163","2001-08-22","GE Healthcare AS ","GE Healthcare Ireland Limited"
"48497bb35719e399ca2f5a9e3c304779","碘克沙醇注射液","注射剂","50ml:16g（I）","是","H20181165","2001-08-22","GE Healthcare AS ","GE Healthcare Ireland Limited"
"025d26876bc1b9f69355cbf4cfe4e611","碘克沙醇注射液","注射剂","27g（I）/100ml/瓶","是","H20181169","2001-08-22","GE Healthcare AS ","GE Healthcare Ireland Limited"
"f4a2cb8d0ab45142295c1d053e5add9c","碘克沙醇注射液","注射剂","32g（I）/100ml/瓶","是","H20181167","2001-08-22","GE Healthcare AS ","GE Healthcare Ireland Limited"
"87f5d27db4da9d027ea6af4546549284","多种油脂肪乳注射液（C6～24）","注射剂","250ml/瓶","是","H20170048;H20170049","2012-12-31","Fresenius Kabi Austria GmbH","Fresenius Kabi Austria GmbH"
"c2b23a7b6aba2230bdad18613353602c","非布司他片","片剂","20mg","是","H20180051;H20181257","2018-09-04"," TEIJIN PHARMA LIMITED","TEIJIN PHARMA LIMITED IWAKUNI PHARMACEUTICAL FACTORY"
"7fc01e31d43e240c897f11b7a2981e58","非布司他片","片剂","40mg","是","H20180050;H20181258","2018-09-04"," TEIJIN PHARMA LIMITED","TEIJIN PHARMA LIMITED IWAKUNI PHARMACEUTICAL FACTORY"
"14b0f5a5fd5964a1e7017c96eb5986ed","硫酸氢氯吡格雷片 ","片剂 ","75mg","是","H20171237","2001-01-22","Sanofi Clir SNC","Sanofi Winthrop Industrie"
"8d3b0e0bb6dc6b0dcdb56e6db1b066d2","氯沙坦钾片","片剂","50mg","是","H20160397","1997-06-23","Merck Sharp &Dohme Limited","Merck Sharp & Dohme Limited"
"924401ba43408ded1f4f93d0f9835da7","氯沙坦钾片","片剂","100mg","是","H20160398; H20160401","2013-01-21","Merck Sharp &Dohme Limited","Merck Sharp & Dohme Limited"
"4c91b31f4c617cfdcf368598760efc0b","瑞舒伐他汀钙片","片剂","10mg","是","H20160545","2006-12-27","Astrazeneca UK Limited","IPR Pharmaceuticals,INCORPORATED"
"beb5c6e8d689ac493f07fb14eaddb996","头孢呋辛酯片","片剂 ","0.25g（按头孢呋辛计）","是","H20130343","1994-05-26","Glaxo Wellcome UK Limited","GLAXO OPERATIONS UK LIMITED"
"9ccfe6191affbe83e5bb069cdf94c7cd","盐酸安妥沙星片","片剂","0.1g（以安妥沙星计）","是","国药准字H20090200","2009-04-15","安徽环球药业股份有限公司","安徽环球药业股份有限公司"
"8780d5c41996e5f6fbfb0325bb3bee38","苹果酸奈诺沙星胶囊","胶囊","0.25g(以奈诺沙星计)","是","国药准字H20160006","2016-05-27","浙江医药股份有限公司新昌制药厂","浙江医药股份有限公司新昌制药厂"
"41ab47d03a569b3c701396b15c6880db","富马酸替诺福韦二吡呋酯片","片剂","300mg","是","H20130589","20080618","Gilead Sciences Inc.","Aspen Port Elizabeth (Pty) Ltd"
"9d5dcd96e4504f39e4554913b7bff031","索磷布韦片","片剂","400mg","是","H20170365","20170920","Gilead Sciences International Ltd.","Gilead Sciences Ireland UC"
"cb3a3f3a7eab39a0b43b036ed3c67d1d","盐酸安罗替尼胶囊","胶囊剂","8mg(按C23H22FN3O3计）","是","国药准字H20180002","2018-05-08",,"正大天晴药业集团股份有限公司"
"677d2ca1760fc871c2782f49a2dc8d43","盐酸安罗替尼胶囊","胶囊剂","10mg(按C23H22FN3O3计）","是","国药准字H20180003","2018-05-08",,"正大天晴药业集团股份有限公司"
"e205da91098c7776b19e310518f2da85","盐酸安罗替尼胶囊","胶囊剂","12mg(按C23H22FN3O3计）","是","国药准字H20180004","2018-05-08",,"正大天晴药业集团股份有限公司"
"68425579f11b7468fa4edfa049a44118","沙美特罗替卡松吸入气雾剂","吸入气雾剂","每瓶60揿/120揿，每揿含沙美特罗25ug和丙酸氟替卡松125ug","是","H20140382","2004-04-15","Laboratoire GlaxoSmithKline","Glaxo Wellcome Production"
"54340e6cd7c6dff6383f2c1dfccacc03","吸入用硫酸沙丁胺醇溶液","吸入溶液剂","5mg/2.5ml","是","H20160660","2011-10-21","GlaxoSmithKline Australia Pty Ltd.","GlaxoSmithKline Australia Pty Ltd."
"f6fb3b1e5157a6c94078040596dd96cd","阿加曲班注射液","注射剂","2ml:10mg","是","H20150681;H20150682","2002-08-02","Mitsubishi Tanabe Pharma Corporation","  Sawai Pharmaceutical Co.,Ltd. Kashima Factory"
